NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Study Type,Start Date,Completion Date,Locations
NCT04418232,Feasibility of a Systems Approach for Alzheimer's Services Among Latinos Attending Primary Care Practices,https://clinicaltrials.gov/study/NCT04418232,COMPLETED,Dementia,COMBINATION_PRODUCT: Alianza Latina,University of Kansas Medical Center,National Institute on Minority Health and Health Disparities (NIMHD),ALL,"ADULT, OLDER_ADULT",PHASE1,243,INTERVENTIONAL,2022-05-01,2024-08-20,"University of Kansas Medical Center, Kansas City, Kansas, 66103, United States"
NCT03451591,LACunar Intervention (LACI-2) Trial-2,https://clinicaltrials.gov/study/NCT03451591,COMPLETED,"Cerebral Small Vessel Diseases|Stroke, Lacunar",DRUG: Isosorbide Mononitrate XL (ISMN)|DRUG: Cilostazol|DRUG: ISMN XL and Cilostazol|OTHER: Neither ISMN nor cilostazol,University of Edinburgh,British Heart Foundation|University of Nottingham,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,363,INTERVENTIONAL,2018-01-08,2022-08-11,"Royal Infirmary, Edinburgh, Lothian, EH16 4SA, United Kingdom"
NCT05194917,Motivating Change in Aging Smokers,https://clinicaltrials.gov/study/NCT05194917,COMPLETED,Smoking Cessation,OTHER: Older Smoker Motivational Intervention|OTHER: Control Motivational Message,"University of Wisconsin, Madison",National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,201,INTERVENTIONAL,2023-08-15,2024-02-29,"University of Wisconsin, Madison, Wisconsin, 53705, United States"
NCT03773757,Indiana Palliative Excellence in Alzheimer's Care Efforts,https://clinicaltrials.gov/study/NCT03773757,COMPLETED,Dementia,BEHAVIORAL: IN-PEACE Dementia Care Coordination,Indiana University,"Regenstrief Institute, Inc.|National Institute on Aging (NIA)",ALL,OLDER_ADULT,NA,402,INTERVENTIONAL,2019-03-14,2023-01-07,"Sandra Eskenazi Center for Brain Care Innovation, Indianapolis, Indiana, 46202, United States"
NCT03682185,The Healthy Patterns Sleep Study,https://clinicaltrials.gov/study/NCT03682185,COMPLETED,Dementia|Alzheimer Disease|Circadian Rhythm Disorders|Circadian Rhythm Sleep Disorder|Insomnia|Hypersomnia|Cognitive Impairment|Cognitive Decline|Mild Cognitive Impairment|Frontotemporal Dementia|Neurocognitive Disorders|Vascular Dementia|Sleep Disorder|Memory Impairment,BEHAVIORAL: Attention-Control Condition|BEHAVIORAL: Timed Activity Intervention,University of Pennsylvania,,ALL,"ADULT, OLDER_ADULT",PHASE3,421,INTERVENTIONAL,2016-05-01,2021-05-31,"University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States"
NCT03691428,Stress Reduction Study for Partners of Early Stage Dementia,https://clinicaltrials.gov/study/NCT03691428,COMPLETED,Dementia Caregiving,BEHAVIORAL: Wish Outcome Obstacle Plan,Yale University,National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,90,INTERVENTIONAL,2019-01-30,2021-06-30,"Joan Monin, New Haven, Connecticut, 06520, United States"
NCT05887388,Adapting Connect-Home Transitional Care for the Unique Needs of Persons With Alzheimer's Disease and Other Dementias and Their Caregivers,https://clinicaltrials.gov/study/NCT05887388,COMPLETED,Pathologic Processes,BEHAVIORAL: Connect-Home Plus,"University of North Carolina, Chapel Hill",National Institute of Nursing Research (NINR),ALL,"ADULT, OLDER_ADULT",NA,38,INTERVENTIONAL,2021-09-10,2022-03-18,"UNC-Chapel Hill, Chapel Hill, North Carolina, 27599, United States"
NCT04968041,KNA Proof-of-Concept,https://clinicaltrials.gov/study/NCT04968041,COMPLETED,"Adherence, Treatment|Retention|Cognitive Impairment, Mild",BEHAVIORAL: Motivational Interviewing-Cognitive Behavioral Therapy Ketogenic Nutrition Adherence Program,Florida State University,,ALL,"ADULT, OLDER_ADULT",NA,10,INTERVENTIONAL,2019-09-27,2020-08-30,"Florida State University, Tallahassee, Florida, 32306, United States"
NCT03419052,MINDSpeed Food and Brain Training RCT,https://clinicaltrials.gov/study/NCT03419052,COMPLETED,Low Education|Cognition|Cognitive Training|Polyphenols,BEHAVIORAL: Speed of processing training|BEHAVIORAL: MIND foods|BEHAVIORAL: Cognitive training control|BEHAVIORAL: Control foods,Indiana University,National Institutes of Health (NIH)|National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,212,INTERVENTIONAL,2019-01-10,2024-03-08,"Regenstrief Institute, Indianapolis, Indiana, 46202, United States"
NCT04560088,Mindfulness to Reduce Loneliness in Older Caregivers,https://clinicaltrials.gov/study/NCT04560088,COMPLETED,Social Isolation|Loneliness,BEHAVIORAL: Mindfulness|BEHAVIORAL: Breathing,University of Rochester,National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,55,INTERVENTIONAL,2021-01-05,2022-07-21,"University of Rochester Medical Center, Rochester, New York, 14609, United States"
NCT05775991,COACH-Cog Intervention Adaptation Focus Groups,https://clinicaltrials.gov/study/NCT05775991,COMPLETED,Focus Groups,,University of Rochester,National Institute on Aging (NIA),ALL,"CHILD, ADULT, OLDER_ADULT",,18,OBSERVATIONAL,2023-03-15,2023-09-12,"University of Rochester Wilmot Cancer Institute, Rochester, New York, 14620, United States"
NCT05104463,A Study of CST-2032 and CST-107 in Subjects With Mild Cognitive Impairment or Mild Dementia Due to Parkinson's or Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05104463,COMPLETED,Mild Cognitive Impairment|Dementia,"DRUG: CST-2032, matching placebo for CST-2032, CST-107, matching placebo for CST-107","CuraSen Therapeutics, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE2,64,INTERVENTIONAL,2022-04-11,2024-02-01,"CuraSen Investigational Site, Scottsdale, Arizona, 85258, United States|CuraSen Investigational Site, Lafayette, California, 94549, United States|CuraSen Investigational Site, Boca Raton, Florida, 33486, United States|CuraSen Investigational Site, Bradenton, Florida, 34205, United States|CuraSen Investigational Site, Lady Lake, Florida, 32159, United States|CuraSen Investigational Site, Miami, Florida, 33176, United States|CuraSen Investigational Site, New Port Richey, Florida, 34652, United States|CuraSen Investigational Site, Winter Park, Florida, 32792, United States|CuraSen Investigational Site, New York, New York, 10003, United States|CuraSen Investigational Site, Cincinnati, Ohio, 45242, United States|CuraSen Investigational Site, Houston, Texas, 77074, United States|CuraSen Investigational Site, Round Rock, Texas, 78681, United States|CuraSen Investigational Site, Stafford, Texas, 77477, United States|CuraSen Investigational Site, Salt Lake City, Utah, 84102, United States|CuraSen Investigational Site, Christchurch, 8011, New Zealand"
NCT05308004,Palliative Care for Persons With ADRD and CI in SNF,https://clinicaltrials.gov/study/NCT05308004,COMPLETED,Advance Care Planning|Palliative Care|Skilled Nursing Facility|Cognitive Impairment,OTHER: Palliative Care Consultation,"University of Maryland, Baltimore",National Institute on Aging (NIA)|National Institute of Nursing Research (NINR),ALL,"ADULT, OLDER_ADULT",NA,7,INTERVENTIONAL,2022-06-15,2023-12-14,"Acts Continuing Care Retirement Communities, Philadelphia, Pennsylvania, 19014, United States"
NCT04759157,We-PAP: A Couples-based Intervention for Sleep Apnea,https://clinicaltrials.gov/study/NCT04759157,COMPLETED,Obstructive Sleep Apnea,BEHAVIORAL: Couples-based treatment|OTHER: Standardized education,University of Utah,National Institute on Aging (NIA)|RAND,ALL,"ADULT, OLDER_ADULT",NA,84,INTERVENTIONAL,2021-06-16,2023-01-31,"University of Utah, Salt Lake City, Utah, 84108, United States"
NCT05916664,Efficacy Study of Kinto Care Coaching for Dementia Family Caregivers,https://clinicaltrials.gov/study/NCT05916664,COMPLETED,Dementia|Alzheimer Disease|Lewy Body Disease|Vascular Dementia|Frontotemporal Dementia|Mixed Dementia,BEHAVIORAL: Kinto Care Coaching,Kinto,Alzheimer's Association,ALL,"ADULT, OLDER_ADULT",NA,495,INTERVENTIONAL,2023-05-18,2024-04-22,"Alzheimer's Association Head Office, Chicago, Illinois, 60603, United States"
NCT04428034,Learning Skills Together Pilot Study,https://clinicaltrials.gov/study/NCT04428034,COMPLETED,Family Caregiving|Complex Care|Self Efficacy|Intervention,BEHAVIORAL: Learning Skills Together,The University of Texas Health Science Center at San Antonio,,ALL,"ADULT, OLDER_ADULT",NA,41,INTERVENTIONAL,2020-09-03,2021-09-09,"UT Health San Antonio, San Antonio, Texas, 78229, United States"
NCT02843529,Evaluation of a Computerized Complex Instrumental Activities of Daily Living Marker (NMI),https://clinicaltrials.gov/study/NCT02843529,COMPLETED,Alzheimer Disease|Mild Cognitive Impairment|Memory Disorders|Cognitive Impairment|Dementia|Presymptomatic Disease,"OTHER: Altoida: neuropsychological, MRI, EEG and CSF biomarkers",Altoida,"Greek Alzheimer's Association and Related Disorders|University of Roma La Sapienza|IRCCS Centro San Giovanni di Dio Fatebenefratelli|Neuromed IRCCS|Scripps Health|Global Brain Health Institute (GBHI)|Takeda Pharmaceuticals International, Inc.|Research Center on Computational BioMarkers|Bioinformatics and Human Electrophysiology Laboratory|Fundacion Clinic per a la Recerca Biomédica|University of Dublin, Trinity College|University of Barcelona|EIT Health|Klinik Hirslanden, Zurich|The University of Texas at Dallas",ALL,"ADULT, OLDER_ADULT",NA,548,INTERVENTIONAL,2016-10-17,2020-02-21,
NCT02213458,Care Ecosystem: Navigating Patients and Families Through Stages of Care,https://clinicaltrials.gov/study/NCT02213458,COMPLETED,"Dementia|Alzheimer Disease|Dementia, Vascular|Lewy Body Disease|Frontotemporal Lobar Degeneration|Memory Disorders",BEHAVIORAL: Navigated Care,"University of California, San Francisco",University of Nebraska|Centers for Medicare and Medicaid Services|National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,1560,INTERVENTIONAL,2015-03-20,2018-03-08,"University of California, San Francisco, San Francisco, California, 94143, United States|University of Nebraska Medical Center, Omaha, Nebraska, 68198, United States"
NCT04064164,Speeko for Elderspeak: A Self-Monitoring App to Improve Nursing Home Communication,https://clinicaltrials.gov/study/NCT04064164,COMPLETED,Dementia|Staff Attitude,BEHAVIORAL: Speeko for Elderspeak,University of Kansas Medical Center,National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,25,INTERVENTIONAL,2021-12-09,2023-04-30,"University of Kansas School of Nursing, Kansas City, Kansas, 66160, United States"
NCT02727699,"A Phase II Study to Assess the Safety, Tolerability and Efficacy of Xanamem™ in Subjects With Mild Dementia Due to AD (XanADu)",https://clinicaltrials.gov/study/NCT02727699,COMPLETED,"Dementia, Alzheimer Type",DRUG: Xanamem™|DRUG: Placebo (for Xanamem™),Actinogen Medical,ICON Clinical Research,ALL,"ADULT, OLDER_ADULT",PHASE2,185,INTERVENTIONAL,2017-03-23,2019-03-15,"Tucson Neuroscience Research, LLC, Tucson, Arizona, 85710, United States|National Research Institute, Los Angeles, California, 90057, United States|PCND Neuroscience Research Institute, Poway, California, 92064, United States|Pacific Research Network, Inc., San Diego, California, 92103, United States|Research Alliance Inc., Clearwater, Florida, 33756, United States|The Neurology Research Group, LLC, Miami, Florida, 33186, United States|Compass Research LLC, Orlando, Florida, 32806, United States|IMIC, Inc., Palmetto Bay, Florida, 33157, United States|Atlanta Center for Medical Research, Atlanta, Georgia, 30331, United States|NeuroStudies.Net, LLC, Decatur, Georgia, 30033, United States|The NeuroCognitive Institute, Mount Arlington, New Jersey, 07856, United States|Richmond Behavioral Associates, Staten Island, New York, 10312, United States|PMG Research of Rocky Mount, LLC, Rocky Mount, North Carolina, 27804, United States|The Clinical Trial Center, Jenkintown, Pennsylvania, 19046, United States|Central Coast Neurosciences Research, Central Coast, New South Wales, 2261, Australia|St Vincent's Hospital Sydney, Darlinghurst, New South Wales, 2010, Australia|KaRa Institute of Neurological Diseases, Macquarie Park, New South Wales, 2113, Australia|Medical & Cognitive Research Unit, Heidelberg Repatriation Hospital - Austin Health, Heidelberg West, Victoria, 3081, Australia|Australian Alzheimer's Research Foundation, Nedlands, Western Australia, 6009, Australia|The Research Institute for the Care of Older People, Bath, Combe Park, BA1 3NG, United Kingdom|Manchester Mental Health & Social Care Trust - Dementia Research Office - Park House North Manchester General Hospital, Manchester, Lancashire, M8 5RB, United Kingdom|West London Mental Health Trust, Isleworth, London, TW7 6FY, United Kingdom|St Pancras Clinical Research, Kings Cross, London, WC1X 8QD, United Kingdom|Institute of Clinical Sciences, Queen's University Belfast, Belfast, Northern Ireland, BT9 7AB, United Kingdom|Centre for Clinical Brain Sciences, Centre for Dementia Prevention, The University of Edinburgh, Edinburgh, EH8 9YL, United Kingdom"
NCT03550131,Innovations in Dementia Empowerment and Action,https://clinicaltrials.gov/study/NCT03550131,COMPLETED,Alzheimer Disease|Dementia|Mild Cognitive Impairment|Parkinson Disease Dementia|Lewy Body Dementia|Vascular Dementia,BEHAVIORAL: Innovations in Dementia Empowerment and Action (IDEA)|BEHAVIORAL: Reducing Disabilities in Alzheimer's Disease (RDAD),University of Washington,National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,322,INTERVENTIONAL,2018-12-05,2023-05-16,"University of Washington, Seattle, Washington, 98105, United States"
NCT04691505,Data Analysis for Drug Repurposing for Effective Alzheimer's Medicines (DREAM) - Methotrexate vs Hydroxychloroquine,https://clinicaltrials.gov/study/NCT04691505,COMPLETED,Rheumatoid Arthritis,DRUG: Methotrexate|DRUG: Hydroxychloroquine,Brigham and Women's Hospital,National Institute on Aging (NIA)|Rutgers University|Johns Hopkins University,ALL,"ADULT, OLDER_ADULT",,133553,OBSERVATIONAL,2020-12-23,2021-08-31,"Brigham and Women's Hospital, Boston, Massachusetts, 02120, United States"
NCT04529876,Data Analysis for Drug Repurposing for Effective Alzheimer's Medicines (DREAM) - Tofacitinib vs Abatacept,https://clinicaltrials.gov/study/NCT04529876,COMPLETED,Rheumatoid Arthritis,DRUG: Tofacitinib|DRUG: Abatacept,Brigham and Women's Hospital,National Institute on Aging (NIA)|Rutgers University|Johns Hopkins University,ALL,"ADULT, OLDER_ADULT",,29464,OBSERVATIONAL,2020-08-17,2021-08-31,"Brigham and Women's Hospital, Boston, Massachusetts, 02120, United States"
NCT04529863,Data Analysis for Drug Repurposing for Effective Alzheimer's Medicines (DREAM) - Tocilizumab vs Abatacept,https://clinicaltrials.gov/study/NCT04529863,COMPLETED,Rheumatoid Arthritis,DRUG: Tocilizumab|DRUG: Abatacept,Brigham and Women's Hospital,National Institute on Aging (NIA)|Rutgers University|Johns Hopkins University,ALL,"ADULT, OLDER_ADULT",,30432,OBSERVATIONAL,2020-08-17,2021-08-31,"Brigham and Women's Hospital, Boston, Massachusetts, 02120, United States"
NCT03932812,Building a Bridge (BAB) Between Clinical and Community Care,https://clinicaltrials.gov/study/NCT03932812,COMPLETED,Caregiver Burden,BEHAVIORAL: Options Counselor Health Educator (OC-HE) Intervention,Sato Ashida,National Institute on Aging (NIA)|University of Kansas|University of Michigan|Boston College|Drexel University,ALL,"ADULT, OLDER_ADULT",NA,82,INTERVENTIONAL,2019-08-01,2021-10-31,"University of Iowa, Iowa City, Iowa, 52242, United States"
NCT04529902,Data Analysis for Drug Repurposing for Effective Alzheimer's Medicines (DREAM) - TNFi vs Abatacept,https://clinicaltrials.gov/study/NCT04529902,COMPLETED,Rheumatoid Arthritis,DRUG: Tumor Necrosis Factor Inhibitors|DRUG: Abatacept,Brigham and Women's Hospital,National Institute on Aging (NIA)|Rutgers University|Johns Hopkins University,ALL,"ADULT, OLDER_ADULT",,63013,OBSERVATIONAL,2020-08-17,2021-08-31,"Brigham and Women's Hospital, Boston, Massachusetts, 02120, United States"
NCT05039086,Data Analysis for Drug Repurposing for Effective Alzheimer's Medicines (DREAM) - PDE5 Inhibitors vs Endothelin Receptor Antagonist,https://clinicaltrials.gov/study/NCT05039086,COMPLETED,Pulmonary Arterial Hypertension,DRUG: PDE5 inhibitor|DRUG: Endothelin Receptor Antagonists,Brigham and Women's Hospital,National Institute on Aging (NIA)|Rutgers University|Johns Hopkins University,ALL,OLDER_ADULT,,13021,OBSERVATIONAL,2021-09-01,2022-10-04,"Brigham and Women's Hospital, Boston, Massachusetts, 02120, United States"
NCT04542317,Efficacy of a Dementia Family Caregiver Support Intervention in Vietnam,https://clinicaltrials.gov/study/NCT04542317,COMPLETED,Dementia,BEHAVIORAL: REACH VN|BEHAVIORAL: Enhanced control,"University of California, Davis",National Geriatric Hospital|University of Minnesota|National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,350,INTERVENTIONAL,2020-10-15,2024-02-27,"Vietnam National Geriatric Hospital, Hanoi, Vietnam"
NCT05394584,CST-HK for Cognition and Well-being in People With Dementia,https://clinicaltrials.gov/study/NCT05394584,COMPLETED,Dementia of Alzheimer Type,BEHAVIORAL: Cognitive Stimulation Therapy,The University of Hong Kong,"Hong Kong Young Women's Christian Association|Food and Health Bureau, Hong Kong",ALL,"ADULT, OLDER_ADULT",NA,129,INTERVENTIONAL,2018-06-01,2021-07-13,"Hong Kong Young Women's Christian Association, Hong Kong, 999077, Hong Kong"
